['CORRECTED-Foreign interference in 2019 Canada election very likely -Ottawa'],"['OTTAWA, April 8 (Reuters) - It is very likely that foreign\nactors will try to meddle in Canada\'s October federal election,\nwith the focus on political parties, voters and candidates,\nCanada\'s electronic signals spy agency said on Monday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=ftddW17JgdQ:LIFHeBRxUzY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=ftddW17JgdQ:LIFHeBRxUzY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=ftddW17JgdQ:LIFHeBRxUzY:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=ftddW17JgdQ:LIFHeBRxUzY:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=ftddW17JgdQ:LIFHeBRxUzY:F7zBnMyn0Lo"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaLibyaNews/~4/ftddW17JgdQ"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 18:37:20 +0000']","
    Reuters: Libya News",['http://feeds.reuters.com/~r/reuters/AfricaLibyaNews/~3/ftddW17JgdQ/idAFL1N21Q0A9']
"[""Libya's U.N.-backed PM in Tripoli receives phone call from Macron""]","['CAIRO, April 8 (Reuters) - Libya\'s U.N.-backed Prime\nMinister in Tripoli Fayez al-Serraj received phone call from\nFrance\'s president, Emmanuel Macron, on Monday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=CToCpJZr1kU:y45gnrOjxVk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=CToCpJZr1kU:y45gnrOjxVk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=CToCpJZr1kU:y45gnrOjxVk:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=CToCpJZr1kU:y45gnrOjxVk:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=CToCpJZr1kU:y45gnrOjxVk:F7zBnMyn0Lo"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaLibyaNews/~4/CToCpJZr1kU"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 17:53:50 +0000']","
    Reuters: Libya News",['http://feeds.reuters.com/~r/reuters/AfricaLibyaNews/~3/CToCpJZr1kU/idAFL8N21Q5MR']
"[""Eastern Libyan force confirms air strike on Tripoli's only functioning airport""]","['BENGHAZI, Libya, April 8 (Reuters) - Eastern Libyan forces\nconfirmed an air strike on Tripoli\'s only functioning airport, a\nspokesman said on Monday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=tB5D-TCz_7o:yYSoeuylnyc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=tB5D-TCz_7o:yYSoeuylnyc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=tB5D-TCz_7o:yYSoeuylnyc:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaLibyaNews?a=tB5D-TCz_7o:yYSoeuylnyc:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaLibyaNews?i=tB5D-TCz_7o:yYSoeuylnyc:F7zBnMyn0Lo"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaLibyaNews/~4/tB5D-TCz_7o"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 17:51:30 +0000']","
    Reuters: Libya News",['http://feeds.reuters.com/~r/reuters/AfricaLibyaNews/~3/tB5D-TCz_7o/idAFL8N21Q5N3']
"['MIDEAST STOCKS-Financials lift Dubai, most Gulf markets rise']","['April 9 (Reuters) - Dubai\'s stock market rose for a ninth\nstraight session on Tuesday as most of its financial shares\nrose, while other major Gulf markets inched up.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=V2lx26MNNmo:N1dB05UpdlA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=V2lx26MNNmo:N1dB05UpdlA:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=V2lx26MNNmo:N1dB05UpdlA:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=V2lx26MNNmo:N1dB05UpdlA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=V2lx26MNNmo:N1dB05UpdlA:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/V2lx26MNNmo"" height=""1"" width=""1"" alt=""""/>']","['Tue, 09 Apr 2019 08:33:09 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/V2lx26MNNmo/idAFL3N21R1Y5']
['Sudanese security forces in fresh attempt to clear protesters outside Defence Ministry -witnesses'],"['KHARTOUM, April 9 (Reuters) - Sudanese security forces,\nfiring shots into the air, launched a new attempt on Tuesday to\ndisperse anti-government protesters camping outside the defence\nministry, witnesses said.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=wMG5oMp4hUg:PeE8Bzp4rjM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=wMG5oMp4hUg:PeE8Bzp4rjM:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=wMG5oMp4hUg:PeE8Bzp4rjM:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=wMG5oMp4hUg:PeE8Bzp4rjM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=wMG5oMp4hUg:PeE8Bzp4rjM:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/wMG5oMp4hUg"" height=""1"" width=""1"" alt=""""/>']","['Tue, 09 Apr 2019 08:15:20 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/wMG5oMp4hUg/idAFL8N21R0Y6']
['INDICATORS-Egypt - April 9'],"['CAIRO, April 9 (Reuters) - \n                                INTEREST RATES\n    \n              Latest    Last change       Previous\n Central      15.75     14/02/19          16.75\n bank o/n                                 \n deposit                                  \n Central      16.75     14/02/19          17.75\n bank o/n                                 \n lending                                  \n Central      16.25     14/02/19          17.25\n bank                                     \n disco<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=Yv6D24-CLLY:JiPTCrOSnNk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=Yv6D24-CLLY:JiPTCrOSnNk:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=Yv6D24-CLLY:JiPTCrOSnNk:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=Yv6D24-CLLY:JiPTCrOSnNk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=Yv6D24-CLLY:JiPTCrOSnNk:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/Yv6D24-CLLY"" height=""1"" width=""1"" alt=""""/>']","['Tue, 09 Apr 2019 06:15:07 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/Yv6D24-CLLY/idAFL8N21R12A']
"[""Trump, Egypt's Sisi to discuss security during White House visit""]","['WASHINGTON, April 8 (Reuters) - U.S. President Donald Trump\nwill discuss tensions in the Middle East, security, economic\nreform and human rights in Egypt during a meeting with Egypt\'s\nPresident Abdel Fattah al-Sisi at the White House on Tuesday, a\nsenior administration official said.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=lQ1Z1PUOVgc:cGvtmdsWCLg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=lQ1Z1PUOVgc:cGvtmdsWCLg:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=lQ1Z1PUOVgc:cGvtmdsWCLg:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=lQ1Z1PUOVgc:cGvtmdsWCLg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=lQ1Z1PUOVgc:cGvtmdsWCLg:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/lQ1Z1PUOVgc"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 22:16:02 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/lQ1Z1PUOVgc/idAFL1N21Q1KD']
"[""UAE's Finablr set to launch London IPO on Tuesday - sources""]","['ABU DHABI/DUBAI, April 8 (Reuters) - United Arab\nEmirates-based payments and foreign exchange company Finablr is\nset to launch its initial public offering in London on Tuesday\nin a deal that could raise about $500 million, three sources\nfamiliar with the matter said.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=FdmrN7PKvF0:Ml4Bpy1SpmE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=FdmrN7PKvF0:Ml4Bpy1SpmE:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=FdmrN7PKvF0:Ml4Bpy1SpmE:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=FdmrN7PKvF0:Ml4Bpy1SpmE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=FdmrN7PKvF0:Ml4Bpy1SpmE:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/FdmrN7PKvF0"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 17:53:19 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/FdmrN7PKvF0/idAFL8N21Q5I0']
"[""Sudan's defence minister says security forces won't permit attempts to divide them - SUNA""]","['KHARTOUM, April 8 (Reuters) - Sudan\'s defence minister said\non Monday that security forces would not permit attempts to\ndivide them, according to comments carried by state news agency\nSUNA.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=UsOSNgTgVeg:Rz9-MAppFo4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=UsOSNgTgVeg:Rz9-MAppFo4:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=UsOSNgTgVeg:Rz9-MAppFo4:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=UsOSNgTgVeg:Rz9-MAppFo4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=UsOSNgTgVeg:Rz9-MAppFo4:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/UsOSNgTgVeg"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 17:22:27 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/UsOSNgTgVeg/idAFS8N1ZD00T']
['Egypt’s strategic rice reserves at six months after latest purchase - ministry'],"['CAIRO, April 8 (Reuters) - Egypt’s supply ministry said on\nMonday it had six months of strategic rice reserves after its\nlatest purchase.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=-8cVkRyWqlw:S4vkMAXYcWA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=-8cVkRyWqlw:S4vkMAXYcWA:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=-8cVkRyWqlw:S4vkMAXYcWA:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=-8cVkRyWqlw:S4vkMAXYcWA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=-8cVkRyWqlw:S4vkMAXYcWA:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/-8cVkRyWqlw"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 16:54:44 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/-8cVkRyWqlw/idAFL8N21Q5GQ']
['Seven people killed over two days during protests in Sudan - interior minister'],"['KHARTOUM, April 8 (Reuters) - Six people were killed in the\nSudanese capital Khartoum during protests on Saturday and Sunday\nand one more died in the western region of Darfur, the interior\nminister told parliament.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zVgPu3n8yG0:58GArUbWGqM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zVgPu3n8yG0:58GArUbWGqM:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=zVgPu3n8yG0:58GArUbWGqM:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zVgPu3n8yG0:58GArUbWGqM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=zVgPu3n8yG0:58GArUbWGqM:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/zVgPu3n8yG0"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 13:52:42 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/zVgPu3n8yG0/idAFS8N1VZ05J']
"['MIDEAST STOCKS-Dubai leads gains, most major Gulf markets rise']","['* Dubai Investments enjoys best day in 4-months\n    * Saudi\'s Enaya rises as accumulated losses shrink\n    * ADNOC Distribution hits highest level since listing\n    * Saudi\'s Tasnee gains after target price increase\n\n    By Ateeq Shariff\n    April 8 (Reuters) - Dubai\'s stock market rose for the eighth\nstraight session on Monday and most major Gulf markets gained,\nas financial shares lifted the exchanges.\n    The Dubai index rose 0.6 percent, as Dubai Islamic\nBank added 1.6 percent and its la<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zeEzo8Z6T5A:uk-bag6Pws0:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zeEzo8Z6T5A:uk-bag6Pws0:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=zeEzo8Z6T5A:uk-bag6Pws0:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=zeEzo8Z6T5A:uk-bag6Pws0:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=zeEzo8Z6T5A:uk-bag6Pws0:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/zeEzo8Z6T5A"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 13:23:59 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/zeEzo8Z6T5A/idAFL3N21Q33V']
"['Egypt unveils 2,500-year-old mummy at forgotten cemetery']","['MINYA, Egypt, April 8 (Reuters) - Egypt has unveiled the\n2,500-year-old mummy of a high priest at an ancient cemetery\nsouth of Cairo.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=9mbhsEM9P8w:iGpU9X00SzM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=9mbhsEM9P8w:iGpU9X00SzM:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=9mbhsEM9P8w:iGpU9X00SzM:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaEgyptNews?a=9mbhsEM9P8w:iGpU9X00SzM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaEgyptNews?i=9mbhsEM9P8w:iGpU9X00SzM:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaEgyptNews/~4/9mbhsEM9P8w"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 11:57:01 +0000']","
    Reuters: Egypt News",['http://feeds.reuters.com/~r/reuters/AfricaEgyptNews/~3/9mbhsEM9P8w/idAFL8N21Q314']
"['Malawi 2018/19 maize output up 24 pct, minimal effect from cyclone Idai- minister']","['BLANTYRE, April 9 (Reuters) - Malawi\'s maize output\nincreased by just over 24 percent in the 2018/19 farming year so\nfar, boosted by favourable weather conditions and government\nsubsidies, the agriculture minister said on Tuesday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=Qdka-eZZrWQ:detXGLuPCJk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=Qdka-eZZrWQ:detXGLuPCJk:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=Qdka-eZZrWQ:detXGLuPCJk:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=Qdka-eZZrWQ:detXGLuPCJk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=Qdka-eZZrWQ:detXGLuPCJk:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaMozambiqueNews/~4/Qdka-eZZrWQ"" height=""1"" width=""1"" alt=""""/>']","['Tue, 09 Apr 2019 08:42:04 +0000']","
    Reuters: Mozambique News",['http://feeds.reuters.com/~r/reuters/AfricaMozambiqueNews/~3/Qdka-eZZrWQ/idAFL8N21R1YP']
['UPDATE 1-S.African court says Mozambique ex-finance minister can be extradited to US -lawyer'],"['JOHANNESBURG, April 8 (Reuters) - A South African court has\nruled that Mozambique\'s former finance minister Manuel Chang can\nbe extradited to the United States, where he is wanted on\ncharges related to a $2 billion debt scandal, one of Chang\'s\nlawyers said on Monday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=uKX3pzq2UEU:f4yI_xnMZgQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=uKX3pzq2UEU:f4yI_xnMZgQ:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=uKX3pzq2UEU:f4yI_xnMZgQ:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=uKX3pzq2UEU:f4yI_xnMZgQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=uKX3pzq2UEU:f4yI_xnMZgQ:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaMozambiqueNews/~4/uKX3pzq2UEU"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 11:33:04 +0000']","
    Reuters: Mozambique News",['http://feeds.reuters.com/~r/reuters/AfricaMozambiqueNews/~3/uKX3pzq2UEU/idAFL8N21Q31B']
['S.African court says Mozambique ex-finance minister can be extradited to US -lawyer'],"['JOHANNESBURG, April 8 (Reuters) - A South African court has\nruled that Mozambique\'s former finance minister Manuel Chang can\nbe extradited to the United States, where he is wanted on\ncharges related to a $2 billion debt scandal, one of Chang\'s\nlawyers said on Monday.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=QybKFU9yR0c:_4Nuvexh_Gs:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=QybKFU9yR0c:_4Nuvexh_Gs:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=QybKFU9yR0c:_4Nuvexh_Gs:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=QybKFU9yR0c:_4Nuvexh_Gs:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=QybKFU9yR0c:_4Nuvexh_Gs:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaMozambiqueNews/~4/QybKFU9yR0c"" height=""1"" width=""1"" alt=""""/>']","['Mon, 08 Apr 2019 11:07:04 +0000']","
    Reuters: Mozambique News",['http://feeds.reuters.com/~r/reuters/AfricaMozambiqueNews/~3/QybKFU9yR0c/idAFJ8N1YA00V']
['U.N. ups Zimbabwe aid appeal after cyclone'],"['HARARE, April 5 (Reuters) - The United Nations asked donors\non Friday for an extra $60 million to help Zimbabwe recover from\na cyclone that tore through eastern regions last month.<div class=""feedflare"">\n<a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=RG2FaxrE4Ps:TJqOvcCuFmA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=RG2FaxrE4Ps:TJqOvcCuFmA:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=RG2FaxrE4Ps:TJqOvcCuFmA:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/AfricaMozambiqueNews?a=RG2FaxrE4Ps:TJqOvcCuFmA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/AfricaMozambiqueNews?i=RG2FaxrE4Ps:TJqOvcCuFmA:V_sGLiPBpWU"" border=""0""></img></a>\n</div><img src=""http://feeds.feedburner.com/~r/reuters/AfricaMozambiqueNews/~4/RG2FaxrE4Ps"" height=""1"" width=""1"" alt=""""/>']","['Fri, 05 Apr 2019 13:20:10 +0000']","
    Reuters: Mozambique News",['http://feeds.reuters.com/~r/reuters/AfricaMozambiqueNews/~3/RG2FaxrE4Ps/idAFL8N21N4FP']
